K1,K2,K3,D1,D2,D3,,,,Additional,City,State,,Start Time,Time Zone,,,,,
,,,sb,ykh,EG,Delete,I'm Voting For Rashida On Election Day!,"The time is here to elect a representative who will put our families' needs before corporate greed! Show your commitment to voting for Rashida by ""attending"" this event, and sharing all the ways people can cast their votes for Rashida!
 
 1. Mail in your absentee ballot today - don't forget to vote for Rashida for BOTH terms!
 
 2. Vote absentee in person! Cities across the district have early voting opportunities. 
 
 - Detroit residents: 
 ---- Vote absentee in person at the Detroit Department of Elections at 2978 W. Grand Blvd in New Center, Monday through Friday, 9AM to 4PM, through election day!
 
 ---- Vote absentee in person at a satellite voting location, Monday through Friday, 9AM to 4PM, through election day! Locations:
 Wayne County Community College 
 Northwest Campus 
 8200 W. Outer Drive
 
 Wayne County Community College
 Eastern Campus
 5901 Conner
 
 3. Vote at the polls on August 7th! If you need help finding your polling place, please let us know! 
 
 4. If you're volunteering for Rashida's campaign on election day, please make arrangements to vote absentee or vote before you arrive for your shift!
 
 SIGN UP TO VOLUNTEER ON ELECTION DAY HERE: https://docs.google.com/forms/d/e/1FAIpQLSdf7h8Fxt_EVqHuHhPerTV1m0ok4E4WpMyU8NdT6_J2cPM9gw/viewform?usp=sf_link",,,,"Rashida Tlaib For Congress - Detroit, MI",7:00:00,4,2018-08-07T07:00:00-0400,https://www.facebook.com/events/240227549950027/,I'm Voting For Rashida On Election Day!,https://www.facebook.com/RashidaForCongress/,8/7/2018
ykh,,,sb,SA,EG,Delete,"AZ-2: Keeping Up with the Candidates, a #YouthVote Event","All across America, young people are FIRED UP about progressive issues, and are ready to vote and take back Congress in 2018. The #youthvote is going to be critical to winning races across the country, 
 
 Join NextGen America as it hosts a fundraiser for Planned Parenthood Arizona's Southern Arizona Regional Health Center. As part of the fundraiser, the program will include a candidate debate: “Keeping Up with the Candidates.” Plus, your ticket donation gets you free food and drinks!
 
 We will eat, we will drink, and we will raise money for a good cause, all while letting primary candidates make their best case as to why you should give them your support. Just like that time 16 Republicans were on one debate stage, except not at all like that, and much more fun.",,,,Sentinel Peak Brewing Company -,19:00:00,7,2018-08-07T19:00:00-0700,https://www.facebook.com/events/2015156481841626/,"AZ-2: Keeping Up with the Candidates, a #YouthVote Event",https://www.facebook.com/MatiellaForCongress/,8/7/2018
,,,sb,ykh,EG,Delete,Volunteer Training: Rural Advocacy,"Hector Town Board member Jessica Rodgers discusses how, by drawing on her personal beliefs and engaging citizens on a small scale, she gained election to local government. Learn how to use your own personal story to advocate in your community. Register at https://events.mobilizeamerica.io/nydems/event/6417/",,,,"Barry Family Cellars - Burdett, NY",19:00:00,4,2018-08-07T19:00:00-0400,https://www.facebook.com/events/1056219811201274/,Volunteer Training: Rural Advocacy,https://www.facebook.com/tracymitranoNY23/,8/7/2018
sb,,,EG,SA,x,Delete,Team Putnam Pinellas Debate Watch Party,"Join Team Putnam Pinellas as we cheer on Adam at the Florida Gubernatorial GOP Primary Debate hosted by WJXT/Jacksonville University.
 
 Doors open at 7:30 pm. The debate begins at 8:00 pm.
 Bring your friends and family as we all join together to let everyone know that Adam knows Florida best and that he will always put #FloridaFirst.
 
 Food and drinks will be available for purchase.",,Clearwater,,"Icot Boulevard, Clearwater, FL 33760 -",19:30:00,4,2018-08-08T19:30:00-0400,https://www.facebook.com/events/453454895130246/,Team Putnam Pinellas Debate Watch Party,https://www.facebook.com/adamputnam/,8/8/2018
sb,,,EG,x,x,Delete,Team Putnam Seminole/Volusia Debate Watch Party,"Join Team Putnam Seminole/Volusia as we cheer on Adam at the Florida Gubernatorial GOP Primary Debate hosted by WJXT/Jacksonville University.
 
 Doors open at 7:30 pm. The debate begins at 8:00 pm.
 Bring your friends and family as we all join together to let everyone know that Adam knows Florida best and that he will always put #FloridaFirst.
 
 Food and drinks will be available for purchase.",,Sanford,FL,"4380 Carraway Place, Sanford, FL 32771 -",19:30:00,4,2018-08-08T19:30:00-0400,https://www.facebook.com/events/418191325255083/,Team Putnam Seminole/Volusia Debate Watch Party,https://www.facebook.com/adamputnam/,8/8/2018
sb,,,EG,SA,x,Delete,Team Putnam Tallahassee Debate Watch Party,"Join Team Putnam Tallahassee as we cheer on Adam at the Florida Gubernatorial GOP Primary Debate hosted by WJXT/Jacksonville University.
 
 Doors open at 7:30 pm. The debate begins at 8:00 pm.
 Bring your friends and family as we all join together to let everyone know that Adam knows Florida best and that he will always put #FloridaFirst.
 
 Food and drinks will be available for purchase.",,Tallahassee,FL,"705 South Woodward Avenue #101, Tallahassee, FL 32304 -",19:30:00,4,2018-08-08T19:30:00-0400,https://www.facebook.com/events/282776625832104/,Team Putnam Tallahassee Debate Watch Party,https://www.facebook.com/adamputnam/,8/8/2018
,,,sb,sa,EG,Delete,Provincetown Reception for Rufus Gifford,"DR. STEPHEN DEVINCENT, SCOTT SQUILLACE & CHRIS GAYTON cordially invite you to a reception in support of RUFUS GIFFORD, Democrat for Congress. At the home of Scott Squillace and Chris Gayton.
 
 DONATE: https://secure.actblue.com/donate/rufuscarnival 
 
 HOST COMMITTEE LEVELS
 Guest - $25O | Friend - $5OO | Supporter - $I,OOO Chair - $2,7OO | Champion - $5,4OO
 
 RSVP: ALEX WINSLOW (716) 712-6734 alex@rufusgifford.com",,,,-,15:00:00,4,2018-08-14T15:00:00-0400,https://www.facebook.com/events/855038534695848/,Provincetown Reception for Rufus Gifford,https://www.facebook.com/RufusGiffordforCongress/,8/14/2018
,,,sb,EG,x,Delete,Women for Mahony: Postcard Party,"Calling all ladies: join us for a postcard party in support of Josh Mahony for Congress! The women of the campaign (including Rhianon!) will be leading the charge as we send postcards to our femme friends, family and neighbors!
 
 Refreshments will be provided. This is a family-friendly event, so feel free to bring the kiddos. :)",,,,"355 N College Ave, Fayetteville, AR 72701-4204, United States -",18:00:00,5,2018-08-08T18:00:00-0500,https://www.facebook.com/events/201075827417878/,Women for Mahony: Postcard Party,https://www.facebook.com/mahonyarkansas/,8/8/2018
,,,sb,ykh,EG,Delete,Vote for Tina Smith in the Primary,"Team Tina - there is a lot on the line in these midterm elections and we need you to raise your voice. Make a plan to vote for Tina in the Primary on August 14th, so we can send a message to the rest of the country that the Blue Wave is here.
 
 Tina Smith is a fierce progressive running for U.S. Senate in a special election in Minnesota. She needs your help to win this tough race, so we’re glad you're part of Team Tina!
 
 Not sure where to vote in the Primary? Find your polling place here: https://pollfinder.sos.state.mn.us/ 
 
 Not registered to vote? No problem! Register at the poll on Election Day. You can find out if you’re registered to vote here: https://mnvotes.sos.state.mn.us/VoterStatus.aspx 
 
 Learn more about Tina here: https://tinaforminnesota.com/",,,,Minnesota -,7:00:00,5,2018-08-14T07:00:00-0500,https://www.facebook.com/events/278419736043157/,Vote for Tina Smith in the Primary,https://www.facebook.com/TinaSmithMN/,8/14/2018
sb,EG,SA,,,,Confirm,Knock Doors with Senator Nina Turner in Detroit!,Join Senator Nina Turner at the Detroit Field Office to help us knock doors for Abdul! Bring a charged smartphone and be ready to #DoTheWork. Bring your friends and family to join us at this exciting event!,Nina Turner,Detroit,MI,"9033 Woodward Ave, Detroit, MI 48202-1822, United States - ",11:00:00,4,2018-08-05T11:00:00-0400,https://www.facebook.com/events/1969937056379279/,Knock Doors with Senator Nina Turner in Detroit!,https://www.facebook.com/AbdulforMichigan/,8/5/2018
,,,sb,SA,toph,Delete,Metsa for Congress Duluth Fundraiser,Join us for a fundraiser in support of Jason Metsa for Congress.,,,,"Hoops Brewing - Duluth, MN",17:30:00,5,2018-08-08T17:30:00-0500,https://www.facebook.com/events/891516151039787/,Metsa for Congress Duluth Fundraiser,https://www.facebook.com/VoteMetsa/,8/8/2018
